pickup_datetime,dropoff_datetime,pickup_date,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_day_name,pickup_day_of_week,is_weekend,vendor_name,rate_code_label,payment_type_label,passenger_count_clean,passenger_count_group,trip_distance,trip_duration_minutes,fare_amount,tip_amount,tolls_amount,total_amount,congestion_surcharge,airport_fee,revenue_per_mile,fare_per_minute,tip_percentage,distance_bucket,duration_bucket,pickup_location_id,pickup_borough,pickup_zone,pickup_service_zone,dropoff_location_id,dropoff_borough,dropoff_zone,dropoff_service_zone,is_high_value_trip,is_long_distance_trip,is_long_duration_trip
2024-01-31 08:13:32,2024-01-31 08:33:33,2024-01-31,2024,1,31,8,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,5.04,20.016666666666666,26.8,6.16,0.0,36.96,2.5,0.0,7.333333333333333,1.3388842631140716,22.98507462686567,5-10 miles,20-30 min,162,Manhattan,Midtown East,Yellow Zone,88,Manhattan,Financial District South,Yellow Zone,False,False,False
2024-01-20 17:34:45,2024-01-20 18:15:50,2024-01-20,2024,1,20,17,Saturday,5,True,Creative Mobile Technologies,Standard rate,Credit card,2,Small group,11.5,41.083333333333336,49.9,12.15,6.94,72.99,2.5,0.0,6.34695652173913,1.2146044624746448,24.348697394789582,10-20 miles,30-60 min,236,Manhattan,Upper East Side North,Yellow Zone,195,Brooklyn,Red Hook,Boro Zone,False,False,False
2024-01-17 11:37:34,2024-01-17 12:03:27,2024-01-17,2024,1,17,11,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.53,25.883333333333333,22.6,5.32,0.0,31.92,2.5,0.0,12.616600790513836,0.8731487443657437,23.53982300884956,1-3 miles,20-30 min,68,Manhattan,East Chelsea,Yellow Zone,230,Manhattan,Times Sq/Theatre District,Yellow Zone,False,False,False
2024-01-09 14:30:47,2024-01-09 14:37:54,2024-01-09,2024,1,9,14,Tuesday,1,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.51,7.116666666666666,7.9,1.19,0.0,13.09,2.5,0.0,25.666666666666664,1.1100702576112413,15.063291139240507,0-1 miles,5-10 min,237,Manhattan,Upper East Side South,Yellow Zone,141,Manhattan,Lenox Hill West,Yellow Zone,False,False,False
2024-01-13 01:09:16,2024-01-13 01:18:34,2024-01-13,2024,1,13,1,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,2,Small group,1.35,9.3,10.0,3.0,0.0,18.0,2.5,0.0,13.333333333333332,1.075268817204301,30.0,1-3 miles,5-10 min,90,Manhattan,Flatiron,Yellow Zone,114,Manhattan,Greenwich Village South,Yellow Zone,False,False,False
2024-01-16 18:09:52,2024-01-16 18:21:44,2024-01-16,2024,1,16,18,Tuesday,1,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,2.1,11.866666666666667,12.1,3.7,0.0,22.3,2.5,0.0,10.619047619047619,1.0196629213483146,30.57851239669422,1-3 miles,10-20 min,239,Manhattan,Upper West Side South,Yellow Zone,263,Manhattan,Yorkville West,Yellow Zone,False,False,False
2024-01-06 14:08:23,2024-01-06 14:15:02,2024-01-06,2024,1,6,14,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.75,6.65,7.9,2.38,0.0,14.28,2.5,0.0,19.04,1.1879699248120301,30.126582278481013,0-1 miles,5-10 min,237,Manhattan,Upper East Side South,Yellow Zone,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-14 19:05:06,2024-01-14 19:11:44,2024-01-14,2024,1,14,19,Sunday,6,True,Creative Mobile Technologies,Standard rate,Credit card,2,Small group,0.9,6.633333333333334,7.2,2.7,0.0,16.4,2.5,0.0,18.22222222222222,1.085427135678392,37.5,0-1 miles,5-10 min,142,Manhattan,Lincoln Square East,Yellow Zone,230,Manhattan,Times Sq/Theatre District,Yellow Zone,False,False,False
2024-01-28 15:41:25,2024-01-28 15:47:57,2024-01-28,2024,1,28,15,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.94,6.533333333333333,7.9,2.0,0.0,13.9,2.5,0.0,14.787234042553193,1.209183673469388,25.316455696202528,0-1 miles,5-10 min,162,Manhattan,Midtown East,Yellow Zone,230,Manhattan,Times Sq/Theatre District,Yellow Zone,False,False,False
2024-01-05 18:06:48,2024-01-05 18:23:03,2024-01-05,2024,1,5,18,Friday,4,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,2.1,16.25,15.6,2.0,0.0,24.1,2.5,0.0,11.476190476190476,0.96,12.820512820512823,1-3 miles,10-20 min,143,Manhattan,Lincoln Square West,Yellow Zone,161,Manhattan,Midtown Center,Yellow Zone,False,False,False
2024-01-31 10:37:49,2024-01-31 11:05:21,2024-01-31,2024,1,31,10,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Cash,1,Solo,2.2,27.533333333333335,22.6,0.0,0.0,26.6,2.5,0.0,12.09090909090909,0.8208232445520581,0.0,1-3 miles,20-30 min,163,Manhattan,Midtown North,Yellow Zone,43,Manhattan,Central Park,Yellow Zone,False,False,False
2024-01-29 19:48:09,2024-01-29 20:08:31,2024-01-29,2024,1,29,19,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,3.11,20.366666666666667,20.5,5.4,0.0,32.4,2.5,0.0,10.418006430868168,1.006546644844517,26.34146341463415,3-5 miles,20-30 min,68,Manhattan,East Chelsea,Yellow Zone,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-08 18:21:45,2024-01-08 18:30:58,2024-01-08,2024,1,8,18,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,2,Small group,1.56,9.216666666666667,11.4,1.0,0.0,18.9,2.5,0.0,12.115384615384613,1.2368896925858952,8.771929824561402,1-3 miles,5-10 min,142,Manhattan,Lincoln Square East,Yellow Zone,238,Manhattan,Upper West Side North,Yellow Zone,False,False,False
2024-01-03 11:47:40,2024-01-03 11:52:20,2024-01-03,2024,1,3,11,Wednesday,2,False,VeriFone Inc.,Standard rate,Cash,1,Solo,0.55,4.666666666666667,5.8,0.0,0.0,9.8,2.5,0.0,17.818181818181817,1.2428571428571427,0.0,0-1 miles,0-5 min,140,Manhattan,Lenox Hill East,Yellow Zone,141,Manhattan,Lenox Hill West,Yellow Zone,False,False,False
2024-01-31 17:12:58,2024-01-31 17:31:50,2024-01-31,2024,1,31,17,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,7.17,18.866666666666667,30.3,9.25,6.94,57.24,0.0,1.75,7.98326359832636,1.6060070671378093,30.528052805280524,5-10 miles,10-20 min,70,Queens,East Elmhurst,Boro Zone,42,Manhattan,Central Harlem North,Boro Zone,False,False,False
2024-01-22 16:46:22,2024-01-22 17:08:48,2024-01-22,2024,1,22,16,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,3.25,22.433333333333334,21.2,6.09,0.0,33.79,2.5,0.0,10.396923076923077,0.9450222882615156,28.726415094339625,3-5 miles,20-30 min,141,Manhattan,Lenox Hill West,Yellow Zone,224,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,False,False,False
2024-01-20 19:51:02,2024-01-20 20:44:31,2024-01-20,2024,1,20,19,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,2,Small group,22.9,53.483333333333334,89.1,22.78,20.82,136.7,2.5,0.0,5.96943231441048,1.6659395450296042,25.566778900112237,20+ miles,30-60 min,43,Manhattan,Central Park,Yellow Zone,206,Staten Island,Saint George/New Brighton,Boro Zone,True,True,False
2024-01-21 21:37:06,2024-01-21 22:06:26,2024-01-21,2024,1,21,21,Sunday,6,True,VeriFone Inc.,Unknown,Unknown,0,Unknown,8.9,29.333333333333332,37.93,0.0,0.0,41.93,,,4.711235955056179,1.293068181818182,0.0,5-10 miles,20-30 min,49,Brooklyn,Clinton Hill,Boro Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-11 17:41:29,2024-01-11 17:50:47,2024-01-11,2024,1,11,17,Thursday,3,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.04,9.3,9.3,3.16,0.0,18.96,2.5,0.0,18.23076923076923,1.0,33.97849462365591,1-3 miles,5-10 min,262,Manhattan,Yorkville East,Yellow Zone,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-19 18:59:53,2024-01-19 19:17:56,2024-01-19,2024,1,19,18,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,10.09,18.05,39.4,11.57,6.94,71.16,2.5,1.75,7.052527254707631,2.182825484764543,29.365482233502537,10-20 miles,10-20 min,138,Queens,LaGuardia Airport,Airports,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,False,False,False
2024-01-03 13:26:02,2024-01-03 14:12:44,2024-01-03,2024,1,3,13,Wednesday,2,False,VeriFone Inc.,JFK,Credit card,1,Solo,18.46,46.7,70.0,16.19,6.94,97.13,2.5,0.0,5.261646803900325,1.4989293361884368,23.128571428571433,10-20 miles,30-60 min,230,Manhattan,Times Sq/Theatre District,Yellow Zone,132,Queens,JFK Airport,Airports,False,False,False
2024-01-08 20:34:38,2024-01-08 20:41:24,2024-01-08,2024,1,8,20,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.17,6.766666666666667,8.6,3.33,0.0,14.43,0.0,0.0,12.333333333333334,1.270935960591133,38.720930232558146,1-3 miles,5-10 min,151,Manhattan,Manhattan Valley,Yellow Zone,166,Manhattan,Morningside Heights,Boro Zone,False,False,False
2024-01-28 17:55:55,2024-01-28 18:13:45,2024-01-28,2024,1,28,17,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,7.96,17.833333333333332,32.4,8.13,0.0,48.78,0.0,1.75,6.128140703517588,1.816822429906542,25.092592592592595,5-10 miles,10-20 min,138,Queens,LaGuardia Airport,Airports,256,Brooklyn,Williamsburg (South Side),Boro Zone,False,False,False
2024-01-21 17:01:20,2024-01-21 17:15:48,2024-01-21,2024,1,21,17,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,2,Small group,2.16,14.466666666666667,15.6,4.9,0.0,24.5,2.5,0.0,11.342592592592592,1.0783410138248848,31.410256410256416,1-3 miles,10-20 min,236,Manhattan,Upper East Side North,Yellow Zone,143,Manhattan,Lincoln Square West,Yellow Zone,False,False,False
2024-01-27 23:18:43,2024-01-27 23:33:29,2024-01-27,2024,1,27,23,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,3,Small group,0.82,14.766666666666667,13.5,3.7,0.0,22.2,2.5,0.0,27.073170731707318,0.9142212189616252,27.40740740740741,0-1 miles,10-20 min,249,Manhattan,West Village,Yellow Zone,114,Manhattan,Greenwich Village South,Yellow Zone,False,False,False
2024-01-22 06:24:53,2024-01-22 06:30:51,2024-01-22,2024,1,22,6,Monday,0,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,1.3,5.966666666666667,7.9,2.35,0.0,14.25,2.5,0.0,10.961538461538462,1.324022346368715,29.746835443037973,1-3 miles,5-10 min,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,113,Manhattan,Greenwich Village North,Yellow Zone,False,False,False
2024-01-16 10:07:31,2024-01-16 10:17:24,2024-01-16,2024,1,16,10,Tuesday,1,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.48,9.883333333333333,10.7,2.94,0.0,17.64,2.5,0.0,11.91891891891892,1.0826306913996626,27.476635514018692,1-3 miles,5-10 min,237,Manhattan,Upper East Side South,Yellow Zone,142,Manhattan,Lincoln Square East,Yellow Zone,False,False,False
2024-01-19 18:24:50,2024-01-19 18:25:57,2024-01-19,2024,1,19,18,Friday,4,False,Creative Mobile Technologies,Standard rate,Dispute,1,Solo,0.2,1.1166666666666667,3.7,0.0,0.0,9.45,0.0,1.75,47.24999999999999,3.3134328358208958,0.0,0-1 miles,0-5 min,132,Queens,JFK Airport,Airports,132,Queens,JFK Airport,Airports,False,False,False
2024-01-19 18:24:27,2024-01-19 18:37:23,2024-01-19,2024,1,19,18,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.29,12.933333333333334,12.8,2.5,0.0,21.8,2.5,0.0,16.899224806201552,0.9896907216494846,19.53125,1-3 miles,10-20 min,170,Manhattan,Murray Hill,Yellow Zone,48,Manhattan,Clinton East,Yellow Zone,False,False,False
2024-01-04 15:09:03,2024-01-04 15:16:22,2024-01-04,2024,1,4,15,Thursday,3,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.05,7.316666666666666,8.6,2.0,0.0,14.6,2.5,0.0,13.904761904761903,1.1753986332574031,23.25581395348837,1-3 miles,5-10 min,234,Manhattan,Union Sq,Yellow Zone,170,Manhattan,Murray Hill,Yellow Zone,False,False,False
2024-01-18 10:15:14,2024-01-18 10:25:15,2024-01-18,2024,1,18,10,Thursday,3,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.26,10.016666666666667,10.0,2.8,0.0,16.8,2.5,0.0,13.333333333333334,0.9983361064891846,27.999999999999996,1-3 miles,10-20 min,114,Manhattan,Greenwich Village South,Yellow Zone,90,Manhattan,Flatiron,Yellow Zone,False,False,False
2024-01-23 20:54:31,2024-01-23 21:13:46,2024-01-23,2024,1,23,20,Tuesday,1,False,VeriFone Inc.,Standard rate,Cash,1,Solo,3.87,19.25,21.2,0.0,0.0,26.2,2.5,0.0,6.7700258397932815,1.1012987012987012,0.0,3-5 miles,10-20 min,114,Manhattan,Greenwich Village South,Yellow Zone,140,Manhattan,Lenox Hill East,Yellow Zone,False,False,False
2024-01-24 11:44:55,2024-01-24 11:59:14,2024-01-24,2024,1,24,11,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.89,14.316666666666666,14.2,3.64,0.0,21.84,2.5,0.0,11.555555555555555,0.9918509895227008,25.63380281690141,1-3 miles,10-20 min,230,Manhattan,Times Sq/Theatre District,Yellow Zone,68,Manhattan,East Chelsea,Yellow Zone,False,False,False
2024-01-27 20:53:19,2024-01-27 21:02:17,2024-01-27,2024,1,27,20,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.5,8.966666666666667,12.8,1.0,0.0,18.8,2.5,0.0,7.5200000000000005,1.4275092936802976,7.8125,1-3 miles,5-10 min,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,75,Manhattan,East Harlem South,Boro Zone,False,False,False
2024-01-17 20:13:24,2024-01-17 20:44:14,2024-01-17,2024,1,17,20,Wednesday,2,False,VeriFone Inc.,JFK,Credit card,1,Solo,19.84,30.833333333333332,70.0,20.23,6.94,102.92,2.5,1.75,5.1875,2.27027027027027,28.9,10-20 miles,30-60 min,132,Queens,JFK Airport,Airports,141,Manhattan,Lenox Hill West,Yellow Zone,False,False,False
2024-01-28 15:49:04,2024-01-28 16:12:51,2024-01-28,2024,1,28,15,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,7.76,23.783333333333335,33.8,15.45,6.94,66.94,2.5,1.75,8.626288659793815,1.4211632796075682,45.710059171597635,5-10 miles,20-30 min,70,Queens,East Elmhurst,Boro Zone,43,Manhattan,Central Park,Yellow Zone,False,False,False
2024-01-29 07:47:16,2024-01-29 07:48:54,2024-01-29,2024,1,29,7,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.62,1.6333333333333333,5.1,2.0,0.0,8.6,0.0,0.0,13.870967741935484,3.1224489795918364,39.21568627450981,0-1 miles,0-5 min,151,Manhattan,Manhattan Valley,Yellow Zone,166,Manhattan,Morningside Heights,Boro Zone,False,False,False
2024-01-08 08:09:47,2024-01-08 08:26:15,2024-01-08,2024,1,8,8,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.5,16.466666666666665,17.0,4.2,0.0,25.2,2.5,0.0,10.08,1.0323886639676114,24.705882352941178,1-3 miles,10-20 min,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,False,False,False
2024-01-04 15:34:45,2024-01-04 15:47:42,2024-01-04,2024,1,4,15,Thursday,3,False,VeriFone Inc.,Standard rate,Credit card,4,Large group,1.61,12.95,13.5,3.5,0.0,21.0,2.5,0.0,13.043478260869565,1.0424710424710426,25.925925925925924,1-3 miles,10-20 min,142,Manhattan,Lincoln Square East,Yellow Zone,90,Manhattan,Flatiron,Yellow Zone,False,False,False
2024-01-08 11:34:21,2024-01-08 11:56:58,2024-01-08,2024,1,8,11,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,3.35,22.616666666666667,22.6,5.32,0.0,31.92,2.5,0.0,9.528358208955224,0.9992630803242447,23.53982300884956,3-5 miles,20-30 min,140,Manhattan,Lenox Hill East,Yellow Zone,48,Manhattan,Clinton East,Yellow Zone,False,False,False
2024-01-17 13:57:33,2024-01-17 14:21:00,2024-01-17,2024,1,17,13,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,9.1,23.45,39.4,11.4,6.94,68.49,2.5,1.75,7.526373626373626,1.6801705756929637,28.934010152284266,5-10 miles,20-30 min,138,Queens,LaGuardia Airport,Airports,264,Unknown,Unknown,Unknown,False,False,False
2024-01-02 12:55:53,2024-01-02 12:59:42,2024-01-02,2024,1,2,12,Tuesday,1,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.77,3.816666666666667,5.8,1.96,0.0,11.76,2.5,0.0,15.272727272727272,1.5196506550218338,33.793103448275865,0-1 miles,0-5 min,263,Manhattan,Yorkville West,Yellow Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-09 17:28:40,2024-01-09 17:44:09,2024-01-09,2024,1,9,17,Tuesday,1,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,2.5,15.483333333333333,15.6,5.5,0.0,27.6,2.5,0.0,11.040000000000001,1.007534983853606,35.256410256410255,1-3 miles,10-20 min,142,Manhattan,Lincoln Square East,Yellow Zone,41,Manhattan,Central Harlem,Boro Zone,False,False,False
2024-01-22 19:35:38,2024-01-22 19:38:26,2024-01-22,2024,1,22,19,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.56,2.8,5.1,2.32,0.0,13.92,2.5,0.0,24.857142857142854,1.8214285714285714,45.490196078431374,0-1 miles,0-5 min,90,Manhattan,Flatiron,Yellow Zone,249,Manhattan,West Village,Yellow Zone,False,False,False
2024-01-05 12:04:21,2024-01-05 12:10:07,2024-01-05,2024,1,5,12,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.12,5.766666666666667,7.9,2.38,0.0,14.28,2.5,0.0,12.749999999999998,1.369942196531792,30.126582278481013,1-3 miles,5-10 min,234,Manhattan,Union Sq,Yellow Zone,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,False,False,False
2024-01-08 01:34:03,2024-01-08 01:59:26,2024-01-08,2024,1,8,1,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,13.61,25.383333333333333,52.0,11.4,0.0,68.4,2.5,0.0,5.025716385011022,2.0485883125410376,21.923076923076923,10-20 miles,20-30 min,230,Manhattan,Times Sq/Theatre District,Yellow Zone,3,Bronx,Allerton/Pelham Gardens,Boro Zone,False,False,False
2024-01-30 09:30:04,2024-01-30 09:36:06,2024-01-30,2024,1,30,9,Tuesday,1,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.29,6.033333333333333,7.2,2.24,0.0,13.44,2.5,0.0,46.3448275862069,1.1933701657458564,31.11111111111111,0-1 miles,5-10 min,237,Manhattan,Upper East Side South,Yellow Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-15 20:57:18,2024-01-15 21:04:23,2024-01-15,2024,1,15,20,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.34,7.083333333333333,9.3,1.43,0.0,15.73,2.5,0.0,11.738805970149253,1.3129411764705885,15.376344086021504,1-3 miles,5-10 min,234,Manhattan,Union Sq,Yellow Zone,158,Manhattan,Meatpacking/West Village West,Yellow Zone,False,False,False
2024-01-03 11:09:09,2024-01-03 11:12:27,2024-01-03,2024,1,3,11,Wednesday,2,False,VeriFone Inc.,Standard rate,Cash,1,Solo,0.38,3.3,5.1,0.0,0.0,9.1,2.5,0.0,23.94736842105263,1.5454545454545454,0.0,0-1 miles,0-5 min,137,Manhattan,Kips Bay,Yellow Zone,107,Manhattan,Gramercy,Yellow Zone,False,False,False
2024-01-18 13:01:13,2024-01-18 13:42:21,2024-01-18,2024,1,18,13,Thursday,3,False,Creative Mobile Technologies,Newark,Credit card,1,Solo,15.2,41.13333333333333,83.9,15.0,13.38,113.28,0.0,0.0,7.4526315789473685,2.039708265802269,17.878426698450536,10-20 miles,30-60 min,161,Manhattan,Midtown Center,Yellow Zone,1,EWR,Newark Airport,EWR,True,False,False
2024-01-13 20:15:14,2024-01-13 20:18:19,2024-01-13,2024,1,13,20,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.69,3.0833333333333335,5.8,0.0,0.0,10.8,2.5,0.0,15.65217391304348,1.881081081081081,0.0,0-1 miles,0-5 min,263,Manhattan,Yorkville West,Yellow Zone,141,Manhattan,Lenox Hill West,Yellow Zone,False,False,False
2024-01-20 18:40:30,2024-01-20 18:53:35,2024-01-20,2024,1,20,18,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.12,13.083333333333334,14.2,3.64,0.0,21.84,2.5,0.0,10.30188679245283,1.0853503184713376,25.63380281690141,1-3 miles,10-20 min,142,Manhattan,Lincoln Square East,Yellow Zone,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-24 15:22:13,2024-01-24 16:07:20,2024-01-24,2024,1,24,15,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,13.35,45.11666666666667,55.5,14.29,6.94,87.48,2.5,1.75,6.5528089887640455,1.2301440709272258,25.747747747747745,10-20 miles,30-60 min,70,Queens,East Elmhurst,Boro Zone,261,Manhattan,World Trade Center,Yellow Zone,False,False,False
2024-01-31 18:56:00,2024-01-31 19:02:59,2024-01-31,2024,1,31,18,Wednesday,2,False,VeriFone Inc.,Standard rate,Cash,1,Solo,1.28,6.983333333333333,9.3,0.0,0.0,13.3,0.0,0.0,10.390625,1.3317422434367543,0.0,1-3 miles,5-10 min,41,Manhattan,Central Harlem,Boro Zone,238,Manhattan,Upper West Side North,Yellow Zone,False,False,False
2024-01-13 14:41:21,2024-01-13 15:01:47,2024-01-13,2024,1,13,14,Saturday,5,True,Creative Mobile Technologies,Standard rate,Credit card,2,Small group,2.3,20.433333333333334,18.4,2.24,0.0,24.64,2.5,0.0,10.71304347826087,0.9004893964110929,12.173913043478263,1-3 miles,20-30 min,114,Manhattan,Greenwich Village South,Yellow Zone,230,Manhattan,Times Sq/Theatre District,Yellow Zone,False,False,False
2024-01-17 14:21:07,2024-01-17 14:28:34,2024-01-17,2024,1,17,14,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.83,7.45,8.6,2.52,0.0,15.12,2.5,0.0,18.216867469879517,1.1543624161073824,29.30232558139535,0-1 miles,5-10 min,170,Manhattan,Murray Hill,Yellow Zone,100,Manhattan,Garment District,Yellow Zone,False,False,False
2024-01-13 18:58:45,2024-01-13 19:28:06,2024-01-13,2024,1,13,18,Saturday,5,True,VeriFone Inc.,Standard rate,Cash,1,Solo,3.81,29.35,28.9,0.0,0.0,32.9,2.5,0.0,8.63517060367454,0.9846678023850084,0.0,3-5 miles,20-30 min,261,Manhattan,World Trade Center,Yellow Zone,230,Manhattan,Times Sq/Theatre District,Yellow Zone,False,False,False
2024-01-19 12:20:37,2024-01-19 13:16:46,2024-01-19,2024,1,19,12,Friday,4,False,Creative Mobile Technologies,Unknown,Credit card,1,Solo,10.5,56.15,49.5,0.0,0.0,51.0,0.0,0.0,4.857142857142857,0.8815672306322351,0.0,10-20 miles,30-60 min,177,Brooklyn,Ocean Hill,Boro Zone,162,Manhattan,Midtown East,Yellow Zone,False,False,False
2024-01-02 03:57:02,2024-01-02 04:33:47,2024-01-02,2024,1,2,3,Tuesday,1,False,Creative Mobile Technologies,Newark,Cash,1,Solo,22.0,36.75,101.4,0.0,24.27,126.67,0.0,0.0,5.757727272727273,2.759183673469388,0.0,20+ miles,30-60 min,100,Manhattan,Garment District,Yellow Zone,1,EWR,Newark Airport,EWR,True,True,False
2024-01-02 10:11:06,2024-01-02 10:22:40,2024-01-02,2024,1,2,10,Tuesday,1,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.11,11.566666666666666,11.4,3.85,0.0,19.25,2.5,0.0,17.34234234234234,0.9855907780979828,33.771929824561404,1-3 miles,10-20 min,50,Manhattan,Clinton West,Yellow Zone,230,Manhattan,Times Sq/Theatre District,Yellow Zone,False,False,False
2024-01-31 22:00:04,2024-01-31 22:11:27,2024-01-31,2024,1,31,22,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Credit card,0,Zero reported,1.2,11.383333333333333,10.7,3.1,0.0,18.8,2.5,0.0,15.666666666666668,0.9399707174231332,28.971962616822434,1-3 miles,10-20 min,158,Manhattan,Meatpacking/West Village West,Yellow Zone,113,Manhattan,Greenwich Village North,Yellow Zone,False,False,False
2024-01-22 11:18:50,2024-01-22 11:23:15,2024-01-22,2024,1,22,11,Monday,0,False,VeriFone Inc.,Standard rate,Cash,1,Solo,0.36,4.416666666666667,5.8,0.0,0.0,9.8,2.5,0.0,27.222222222222225,1.3132075471698113,0.0,0-1 miles,0-5 min,236,Manhattan,Upper East Side North,Yellow Zone,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-07 01:45:53,2024-01-07 01:49:14,2024-01-07,2024,1,7,1,Sunday,6,True,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,0.4,3.35,5.1,2.0,0.0,12.1,2.5,0.0,30.249999999999996,1.5223880597014925,39.21568627450981,0-1 miles,0-5 min,163,Manhattan,Midtown North,Yellow Zone,161,Manhattan,Midtown Center,Yellow Zone,False,False,False
2024-01-28 15:40:26,2024-01-28 15:55:16,2024-01-28,2024,1,28,15,Sunday,6,True,Creative Mobile Technologies,Standard rate,Credit card,2,Small group,1.9,14.833333333333334,14.9,2.0,0.0,20.9,2.5,0.0,11.0,1.0044943820224719,13.422818791946309,1-3 miles,10-20 min,144,Manhattan,Little Italy/NoLiTa,Yellow Zone,164,Manhattan,Midtown South,Yellow Zone,False,False,False
2024-01-05 03:57:49,2024-01-05 04:04:01,2024-01-05,2024,1,5,3,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.65,6.2,9.3,2.86,0.0,17.16,2.5,0.0,10.4,1.5,30.75268817204301,1-3 miles,5-10 min,48,Manhattan,Clinton East,Yellow Zone,246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,False,False,False
2024-01-24 14:13:38,2024-01-24 14:24:00,2024-01-24,2024,1,24,14,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.72,10.366666666666667,12.1,3.22,0.0,19.32,2.5,0.0,11.232558139534884,1.1672025723472668,26.611570247933887,1-3 miles,10-20 min,262,Manhattan,Yorkville East,Yellow Zone,162,Manhattan,Midtown East,Yellow Zone,False,False,False
2024-01-17 10:46:56,2024-01-17 11:32:45,2024-01-17,2024,1,17,10,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.29,45.81666666666667,35.9,4.0,0.0,43.9,2.5,0.0,19.170305676855893,0.7835576573299381,11.142061281337048,1-3 miles,30-60 min,249,Manhattan,West Village,Yellow Zone,163,Manhattan,Midtown North,Yellow Zone,False,False,False
